person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,total_loan_cost,disposable_income_est,emp_to_age_ratio,cred_hist_to_age_ratio,high_risk_flag
33.0,87000.0,MORTGAGE,17.0,VENTURE,E,9000.0,17.93,0,0.1,Y,7.0,26-35,high-middle,medium,10613.7,78000.0,0.5151515151515151,0.21212121212121213,0
28.0,36000.0,OWN,0.0,EDUCATION,C,2350.0,12.99,0,0.07,Y,5.0,26-35,low-middle,small,2655.2650000000003,33650.0,0.0,0.17857142857142858,0
30.0,36000.0,OWN,14.0,HOMEIMPROVEMENT,C,4000.0,13.49,0,0.11,N,10.0,26-35,low-middle,small,4539.6,32000.0,0.4666666666666667,0.3333333333333333,0
33.0,87000.0,MORTGAGE,1.0,EDUCATION,D,5000.0,14.96,0,0.06,Y,9.0,26-35,high-middle,small,5748.0,82000.0,0.030303030303030304,0.2727272727272727,0
29.0,88000.0,RENT,6.0,EDUCATION,C,12000.0,12.53,0,0.14,N,5.0,26-35,high-middle,large,13503.6,76000.0,0.20689655172413793,0.1724137931034483,0
31.0,36000.0,OWN,15.0,VENTURE,A,5000.0,6.99,0,0.14,N,9.0,26-35,low-middle,small,5349.5,31000.0,0.4838709677419355,0.2903225806451613,0
28.0,88365.0,RENT,9.0,EDUCATION,D,12000.0,16.29,0,0.14,N,6.0,26-35,high-middle,large,13954.800000000001,76365.0,0.32142857142857145,0.21428571428571427,0
31.0,87000.0,OWN,7.0,HOMEIMPROVEMENT,C,15000.0,13.11,0,0.17,Y,8.0,26-35,high-middle,large,16966.5,72000.0,0.22580645161290322,0.25806451612903225,0
27.0,87000.0,MORTGAGE,11.0,VENTURE,C,21125.0,13.92,0,0.24,N,5.0,26-35,high-middle,very large,24065.6,65875.0,0.4074074074074074,0.18518518518518517,0
32.0,87000.0,MORTGAGE,8.0,MEDICAL,B,24800.0,12.53,0,0.29,N,5.0,26-35,high-middle,very large,27907.44,62200.0,0.25,0.15625,0
29.0,87000.0,MORTGAGE,6.0,VENTURE,A,4800.0,8.94,0,0.06,N,5.0,26-35,high-middle,small,5229.12,82200.0,0.20689655172413793,0.1724137931034483,0
32.0,36000.0,OWN,3.0,EDUCATION,B,5000.0,10.0,0,0.14,N,6.0,26-35,low-middle,small,5500.0,31000.0,0.09375,0.1875,0
27.0,87000.0,MORTGAGE,2.0,VENTURE,A,7200.0,9.63,0,0.08,N,6.0,26-35,high-middle,medium,7893.360000000001,79800.0,0.07407407407407407,0.2222222222222222,0
30.0,36000.0,OWN,5.0,VENTURE,A,4800.0,10.690000000000001,0,0.13,N,6.0,26-35,low-middle,small,5313.12,31200.0,0.16666666666666666,0.2,0
29.0,89000.0,RENT,3.0,PERSONAL,A,12000.0,7.29,0,0.13,N,5.0,26-35,high-middle,large,12874.8,77000.0,0.10344827586206896,0.1724137931034483,0
32.0,89000.0,RENT,0.0,MEDICAL,A,12000.0,8.94,0,0.13,N,6.0,26-35,high-middle,large,13072.8,77000.0,0.0,0.1875,0
28.0,90000.0,RENT,12.0,MEDICAL,C,12000.0,14.65,0,0.13,N,7.0,26-35,high-middle,large,13758.0,78000.0,0.42857142857142855,0.25,0
30.0,75000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,C,14000.0,13.79,1,0.19,N,8.0,26-35,middle,large,15930.599999999999,61000.0,0.3,0.26666666666666666,0
33.0,90000.0,RENT,0.0,DEBTCONSOLIDATION,A,12000.0,6.03,0,0.13,N,6.0,26-35,high-middle,large,12723.6,78000.0,0.0,0.18181818181818182,0
33.0,87120.0,MORTGAGE,10.0,PERSONAL,A,2850.0,7.51,0,0.03,N,7.0,26-35,high-middle,small,3064.035,84270.0,0.30303030303030304,0.21212121212121213,0
29.0,87204.0,MORTGAGE,7.0,MEDICAL,A,10000.0,9.32,0,0.11,N,8.0,26-35,high-middle,medium,10932.0,77204.0,0.2413793103448276,0.27586206896551724,0
34.0,87360.0,MORTGAGE,11.0,PERSONAL,B,12000.0,11.11,0,0.14,N,5.0,26-35,high-middle,large,13333.199999999999,75360.0,0.3235294117647059,0.14705882352941177,0
27.0,87360.0,MORTGAGE,4.6,HOMEIMPROVEMENT,B,7000.0,10.36,0,0.08,N,6.0,26-35,high-middle,medium,7725.2,80360.0,0.17037037037037037,0.2222222222222222,0
29.0,90000.0,RENT,4.0,VENTURE,B,12000.0,10.74,0,0.13,N,10.0,26-35,high-middle,large,13288.8,78000.0,0.13793103448275862,0.3448275862068966,0
31.0,87504.0,MORTGAGE,14.0,MEDICAL,A,12650.0,8.9,0,0.14,N,10.0,26-35,high-middle,large,13775.85,74854.0,0.45161290322580644,0.3225806451612903,0
28.0,87504.0,MORTGAGE,2.0,PERSONAL,D,12000.0,15.21,0,0.14,Y,10.0,26-35,high-middle,large,13825.199999999999,75504.0,0.07142857142857142,0.35714285714285715,0
30.0,87580.0,OWN,15.0,MEDICAL,A,4700.0,9.686,0,0.05,N,7.0,26-35,high-middle,small,5155.242,82880.0,0.5,0.23333333333333334,0
28.0,87600.0,OWN,12.0,VENTURE,C,12000.0,12.99,0,0.14,N,6.0,26-35,high-middle,large,13558.800000000001,75600.0,0.42857142857142855,0.21428571428571427,0
34.0,87600.0,MORTGAGE,15.0,EDUCATION,A,15000.0,8.49,0,0.17,N,6.0,26-35,high-middle,large,16273.5,72600.0,0.4411764705882353,0.17647058823529413,0
29.0,87600.0,MORTGAGE,4.0,PERSONAL,B,12000.0,11.49,0,0.14,N,8.0,26-35,high-middle,large,13378.8,75600.0,0.13793103448275862,0.27586206896551724,0
35.0,90000.0,RENT,0.0,DEBTCONSOLIDATION,B,12000.0,10.99,0,0.13,N,6.0,26-35,high-middle,large,13318.800000000001,78000.0,0.0,0.17142857142857143,0
32.0,90000.0,RENT,2.0,MEDICAL,B,12000.0,10.62,0,0.13,N,5.0,26-35,high-middle,large,13274.400000000001,78000.0,0.0625,0.15625,0
33.0,87895.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,2800.0,7.14,0,0.03,N,9.0,26-35,high-middle,small,2999.9199999999996,85095.0,0.12121212121212122,0.2727272727272727,0
28.0,87950.0,MORTGAGE,12.0,PERSONAL,B,24000.0,10.75,0,0.27,N,7.0,26-35,high-middle,very large,26580.0,63950.0,0.42857142857142855,0.25,0
27.0,87988.0,MORTGAGE,5.0,DEBTCONSOLIDATION,C,20000.0,12.84,0,0.23,Y,10.0,26-35,high-middle,very large,22568.0,67988.0,0.18518518518518517,0.37037037037037035,0
31.0,88000.0,MORTGAGE,11.0,VENTURE,D,14000.0,17.58,0,0.16,N,7.0,26-35,high-middle,large,16461.2,74000.0,0.3548387096774194,0.22580645161290322,0
31.0,76000.0,MORTGAGE,9.0,EDUCATION,C,12000.0,15.96,1,0.16,N,5.0,26-35,high-middle,large,13915.199999999999,64000.0,0.2903225806451613,0.16129032258064516,0
27.0,88000.0,MORTGAGE,4.0,VENTURE,B,14000.0,12.42,0,0.16,N,10.0,26-35,high-middle,large,15738.800000000001,74000.0,0.14814814814814814,0.37037037037037035,0
35.0,88000.0,MORTGAGE,17.0,MEDICAL,B,9800.0,12.69,0,0.11,N,10.0,26-35,high-middle,medium,11043.62,78200.0,0.4857142857142857,0.2857142857142857,0
30.0,90000.0,RENT,3.0,MEDICAL,C,12000.0,12.29,0,0.13,N,5.0,26-35,high-middle,large,13474.8,78000.0,0.1,0.16666666666666666,0
29.0,90444.0,RENT,13.0,MEDICAL,A,12000.0,7.14,0,0.13,N,8.0,26-35,high-middle,large,12856.8,78444.0,0.4482758620689655,0.27586206896551724,0
34.0,91200.0,RENT,5.0,MEDICAL,A,12000.0,6.92,0,0.13,N,7.0,26-35,high-middle,large,12830.4,79200.0,0.14705882352941177,0.20588235294117646,0
27.0,88000.0,MORTGAGE,8.0,PERSONAL,B,14400.0,11.71,0,0.16,N,6.0,26-35,high-middle,large,16086.24,73600.0,0.2962962962962963,0.2222222222222222,0
30.0,64600.0,MORTGAGE,8.0,MEDICAL,D,8000.0,15.99,1,0.11,Y,6.0,26-35,middle,medium,9279.199999999999,56600.0,0.26666666666666666,0.2,0
27.0,93000.0,RENT,11.0,HOMEIMPROVEMENT,A,12000.0,8.9,0,0.13,N,8.0,26-35,high-middle,large,13068.0,81000.0,0.4074074074074074,0.2962962962962963,0
35.0,93000.0,RENT,0.0,EDUCATION,B,12000.0,9.99,0,0.13,N,5.0,26-35,high-middle,large,13198.800000000001,81000.0,0.0,0.14285714285714285,0
31.0,94140.0,RENT,5.0,VENTURE,D,12000.0,14.91,0,0.13,Y,8.0,26-35,high-middle,large,13789.2,82140.0,0.16129032258064516,0.25806451612903225,0
29.0,76000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,E,20000.0,11.453999999999999,1,0.26,Y,8.0,26-35,high-middle,very large,22290.800000000003,56000.0,0.13793103448275862,0.27586206896551724,0
29.0,88000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000.0,13.85,0,0.17,Y,6.0,26-35,high-middle,large,17077.5,73000.0,0.10344827586206896,0.20689655172413793,0
27.0,88000.0,OWN,11.0,HOMEIMPROVEMENT,C,3500.0,13.57,0,0.04,Y,8.0,26-35,high-middle,small,3974.95,84500.0,0.4074074074074074,0.2962962962962963,0
28.0,76000.0,MORTGAGE,12.0,HOMEIMPROVEMENT,A,5000.0,8.94,1,0.07,N,5.0,26-35,high-middle,small,5447.0,71000.0,0.42857142857142855,0.17857142857142858,0
31.0,95004.0,RENT,1.0,DEBTCONSOLIDATION,B,12000.0,10.75,0,0.13,N,5.0,26-35,high-middle,large,13290.0,83004.0,0.03225806451612903,0.16129032258064516,0
27.0,95500.0,RENT,1.0,EDUCATION,B,12000.0,11.11,0,0.13,N,6.0,26-35,high-middle,large,13333.199999999999,83500.0,0.037037037037037035,0.2222222222222222,0
31.0,76000.0,MORTGAGE,5.0,PERSONAL,C,5000.0,12.41,1,0.07,Y,9.0,26-35,high-middle,small,5620.500000000001,71000.0,0.16129032258064516,0.2903225806451613,0
31.0,88000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,B,7000.0,9.2,0,0.08,N,10.0,26-35,high-middle,medium,7644.000000000001,81000.0,0.3225806451612903,0.3225806451612903,0
30.0,96000.0,RENT,11.0,EDUCATION,C,12000.0,13.23,0,0.13,N,10.0,26-35,high-middle,large,13587.6,84000.0,0.36666666666666664,0.3333333333333333,0
29.0,88055.0,MORTGAGE,6.0,DEBTCONSOLIDATION,B,21600.0,12.42,0,0.25,N,8.0,26-35,high-middle,very large,24282.72,66455.0,0.20689655172413793,0.27586206896551724,0
31.0,99000.0,RENT,15.0,DEBTCONSOLIDATION,C,12000.0,14.26,0,0.12,Y,10.0,26-35,high-middle,large,13711.2,87000.0,0.4838709677419355,0.3225806451612903,0
28.0,99996.0,RENT,6.0,VENTURE,C,12000.0,13.61,0,0.12,Y,9.0,26-35,high-middle,large,13633.199999999999,87996.0,0.21428571428571427,0.32142857142857145,0
32.0,88500.0,MORTGAGE,5.0,MEDICAL,C,2700.0,14.27,0,0.03,N,10.0,26-35,high-middle,small,3085.29,85800.0,0.15625,0.3125,0
31.0,88560.0,MORTGAGE,16.0,EDUCATION,A,9000.0,7.29,0,0.1,N,8.0,26-35,high-middle,medium,9656.1,79560.0,0.5161290322580645,0.25806451612903225,0
35.0,100000.0,RENT,3.0,PERSONAL,A,12000.0,7.88,0,0.12,N,6.0,26-35,high-middle,large,12945.6,88000.0,0.08571428571428572,0.17142857142857143,0
30.0,88800.0,MORTGAGE,14.0,EDUCATION,A,7000.0,6.62,0,0.08,N,6.0,26-35,high-middle,medium,7463.400000000001,81800.0,0.4666666666666667,0.2,0
31.0,89000.0,MORTGAGE,15.0,EDUCATION,B,14000.0,10.65,0,0.16,N,10.0,26-35,high-middle,large,15491.0,75000.0,0.4838709677419355,0.3225806451612903,0
30.0,89000.0,MORTGAGE,14.0,VENTURE,A,4000.0,6.03,0,0.04,N,6.0,26-35,high-middle,small,4241.2,85000.0,0.4666666666666667,0.2,0
27.0,89000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000.0,10.65,0,0.11,N,7.0,26-35,high-middle,medium,11065.0,79000.0,0.07407407407407407,0.25925925925925924,0
30.0,100000.0,RENT,13.0,DEBTCONSOLIDATION,A,12000.0,7.88,0,0.12,N,9.0,26-35,high-middle,large,12945.6,88000.0,0.43333333333333335,0.3,0
30.0,89000.0,MORTGAGE,3.0,PERSONAL,B,10800.0,11.99,0,0.12,N,8.0,26-35,high-middle,large,12094.919999999998,78200.0,0.1,0.26666666666666666,0
28.0,65450.0,MORTGAGE,5.0,MEDICAL,D,15000.0,16.89,1,0.19,N,9.0,26-35,middle,large,17533.5,50450.0,0.17857142857142858,0.32142857142857145,0
30.0,76500.0,RENT,11.0,MEDICAL,D,12000.0,17.27,1,0.13,N,10.0,26-35,high-middle,large,14072.400000000001,64500.0,0.36666666666666664,0.3333333333333333,0
27.0,89000.0,OWN,10.0,VENTURE,A,3000.0,6.76,0,0.03,N,6.0,26-35,high-middle,small,3202.8,86000.0,0.37037037037037035,0.2222222222222222,0
32.0,77000.0,MORTGAGE,14.0,DEBTCONSOLIDATION,B,23000.0,11.49,1,0.3,N,6.0,26-35,high-middle,very large,25642.7,54000.0,0.4375,0.1875,0
34.0,89000.0,MORTGAGE,17.0,DEBTCONSOLIDATION,B,10000.0,10.99,0,0.11,N,7.0,26-35,high-middle,medium,11099.000000000002,79000.0,0.5,0.20588235294117646,0
34.0,77000.0,MORTGAGE,17.0,EDUCATION,B,15000.0,11.14,1,0.19,N,6.0,26-35,high-middle,large,16671.0,62000.0,0.5,0.17647058823529413,0
27.0,77000.0,MORTGAGE,0.0,EDUCATION,E,15000.0,17.74,1,0.19,Y,6.0,26-35,high-middle,large,17661.0,62000.0,0.0,0.2222222222222222,0
27.0,89000.0,MORTGAGE,11.0,EDUCATION,D,2800.0,14.96,0,0.03,Y,10.0,26-35,high-middle,small,3218.8799999999997,86200.0,0.4074074074074074,0.37037037037037035,0
33.0,110000.0,RENT,3.0,HOMEIMPROVEMENT,B,12000.0,10.65,0,0.11,N,5.0,26-35,high,large,13278.0,98000.0,0.09090909090909091,0.15151515151515152,0
31.0,89000.0,MORTGAGE,8.0,PERSONAL,D,12250.0,15.05,0,0.14,N,8.0,26-35,high-middle,large,14093.625000000002,76750.0,0.25806451612903225,0.25806451612903225,0
27.0,89004.0,MORTGAGE,4.0,PERSONAL,A,10000.0,7.51,0,0.11,N,9.0,26-35,high-middle,medium,10751.0,79004.0,0.14814814814814814,0.3333333333333333,0
30.0,110000.0,RENT,8.0,HOMEIMPROVEMENT,B,12000.0,12.18,0,0.11,N,7.0,26-35,high,large,13461.599999999999,98000.0,0.26666666666666666,0.23333333333333334,0
29.0,89004.0,MORTGAGE,2.0,EDUCATION,D,4800.0,14.11,0,0.05,Y,8.0,26-35,high-middle,small,5477.28,84204.0,0.06896551724137931,0.27586206896551724,0
30.0,111996.0,RENT,1.0,DEBTCONSOLIDATION,A,12000.0,7.49,0,0.11,N,6.0,26-35,high,large,12898.8,99996.0,0.03333333333333333,0.2,0
32.0,36000.0,OWN,0.0,MEDICAL,C,4900.0,13.22,0,0.14,N,10.0,26-35,low-middle,small,5547.780000000001,31100.0,0.0,0.3125,0
32.0,77400.0,MORTGAGE,0.0,DEBTCONSOLIDATION,F,10000.0,18.43,1,0.13,N,6.0,26-35,high-middle,medium,11842.999999999998,67400.0,0.0,0.1875,0
29.0,89520.0,OWN,13.0,MEDICAL,C,8000.0,13.23,0,0.09,N,10.0,26-35,high-middle,medium,9058.400000000001,81520.0,0.4482758620689655,0.3448275862068966,0
28.0,89602.0,MORTGAGE,4.0,VENTURE,A,4800.0,5.42,0,0.05,N,8.0,26-35,high-middle,small,5060.16,84802.0,0.14285714285714285,0.2857142857142857,0
32.0,120000.0,RENT,11.0,DEBTCONSOLIDATION,A,12000.0,7.51,0,0.1,N,9.0,26-35,high,large,12901.199999999999,108000.0,0.34375,0.28125,0
29.0,89849.0,MORTGAGE,13.0,EDUCATION,C,6000.0,13.98,0,0.07,Y,5.0,26-35,high-middle,medium,6838.799999999999,83849.0,0.4482758620689655,0.1724137931034483,0
30.0,89900.0,MORTGAGE,5.0,VENTURE,C,20000.0,14.242,0,0.22,Y,9.0,26-35,high-middle,very large,22848.4,69900.0,0.16666666666666666,0.3,0
35.0,120000.0,RENT,4.0,HOMEIMPROVEMENT,B,12000.0,10.99,0,0.1,N,7.0,26-35,high,large,13318.800000000001,108000.0,0.11428571428571428,0.2,0
34.0,120000.0,RENT,4.0,PERSONAL,B,12000.0,11.49,0,0.1,N,6.0,26-35,high,large,13378.8,108000.0,0.11764705882352941,0.17647058823529413,0
29.0,108000.0,RENT,1.0,EDUCATION,D,12000.0,10.55,1,0.11,N,9.0,26-35,high,large,13266.0,96000.0,0.034482758620689655,0.3103448275862069,0
27.0,120000.0,RENT,4.0,DEBTCONSOLIDATION,A,12000.0,9.426,0,0.1,N,5.0,26-35,high,large,13131.12,108000.0,0.14814814814814814,0.18518518518518517,0
29.0,90000.0,MORTGAGE,14.0,EDUCATION,B,10000.0,10.65,0,0.11,N,6.0,26-35,high-middle,medium,11065.0,80000.0,0.4827586206896552,0.20689655172413793,0
33.0,123000.0,RENT,5.0,MEDICAL,B,12000.0,11.83,0,0.1,N,7.0,26-35,high,large,13419.6,111000.0,0.15151515151515152,0.21212121212121213,0
32.0,113000.0,RENT,5.0,HOMEIMPROVEMENT,D,12000.0,16.29,1,0.11,N,5.0,26-35,high,large,13954.800000000001,101000.0,0.15625,0.15625,0
33.0,96053.0,RENT,3.0,MEDICAL,E,12000.0,15.68,1,0.11,N,6.0,26-35,high-middle,large,13881.6,84053.0,0.09090909090909091,0.18181818181818182,0
27.0,90000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,B,20000.0,12.42,0,0.22,N,10.0,26-35,high-middle,very large,22484.0,70000.0,0.14814814814814814,0.37037037037037035,0
28.0,90000.0,MORTGAGE,13.0,HOMEIMPROVEMENT,A,1800.0,7.51,0,0.02,N,5.0,26-35,high-middle,small,1935.1799999999998,88200.0,0.4642857142857143,0.17857142857142858,0
32.0,117000.0,RENT,0.0,PERSONAL,E,12000.0,17.93,1,0.1,Y,10.0,26-35,high,large,14151.6,105000.0,0.0,0.3125,0
31.0,90000.0,MORTGAGE,11.0,DEBTCONSOLIDATION,B,6000.0,11.71,0,0.07,N,8.0,26-35,high-middle,medium,6702.599999999999,84000.0,0.3548387096774194,0.25806451612903225,0
30.0,117005.0,RENT,1.0,VENTURE,E,12000.0,18.79,1,0.1,Y,8.0,26-35,high,large,14254.8,105005.0,0.03333333333333333,0.26666666666666666,0
29.0,90000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,14000.0,7.9,0,0.16,N,9.0,26-35,high-middle,large,15106.0,76000.0,0.27586206896551724,0.3103448275862069,0
31.0,130000.0,RENT,6.0,VENTURE,D,12000.0,16.49,0,0.09,N,10.0,26-35,high,large,13978.800000000001,118000.0,0.1935483870967742,0.3225806451612903,0
31.0,90000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,15000.0,7.9,0,0.17,N,9.0,26-35,high-middle,large,16185.0,75000.0,0.2903225806451613,0.2903225806451613,0
27.0,130000.0,RENT,11.0,EDUCATION,C,12000.0,15.23,0,0.09,Y,10.0,26-35,high,large,13827.599999999999,118000.0,0.4074074074074074,0.37037037037037035,0
31.0,100300.0,RENT,1.0,MEDICAL,D,12000.0,14.91,1,0.1,Y,7.0,26-35,high,large,13789.2,88300.0,0.03225806451612903,0.22580645161290322,0
35.0,130000.0,RENT,17.0,EDUCATION,B,12000.0,10.75,0,0.09,N,6.0,26-35,high,large,13290.0,118000.0,0.4857142857142857,0.17142857142857143,0
27.0,90000.0,MORTGAGE,6.0,MEDICAL,A,24400.0,8.9,0,0.27,N,10.0,26-35,high-middle,very large,26571.6,65600.0,0.2222222222222222,0.37037037037037035,0
28.0,140000.0,RENT,3.0,DEBTCONSOLIDATION,B,12000.0,9.91,0,0.09,N,10.0,26-35,high,large,13189.199999999999,128000.0,0.10714285714285714,0.35714285714285715,0
30.0,90000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7000.0,11.71,0,0.08,N,10.0,26-35,high-middle,medium,7819.7,83000.0,0.06666666666666667,0.3333333333333333,0
28.0,140000.0,RENT,9.0,HOMEIMPROVEMENT,A,12000.0,7.88,0,0.09,N,7.0,26-35,high,large,12945.6,128000.0,0.32142857142857145,0.25,0
27.0,90000.0,OWN,1.0,VENTURE,A,7500.0,7.51,0,0.08,N,6.0,26-35,high-middle,medium,8063.25,82500.0,0.037037037037037035,0.2222222222222222,0
33.0,90000.0,MORTGAGE,5.0,PERSONAL,A,11400.0,6.62,0,0.13,N,8.0,26-35,high-middle,large,12154.68,78600.0,0.15151515151515152,0.24242424242424243,0
27.0,78000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,D,35000.0,17.27,1,0.45,Y,5.0,26-35,high-middle,very large,41044.5,43000.0,0.07407407407407407,0.18518518518518517,1
34.0,150000.0,RENT,5.0,HOMEIMPROVEMENT,B,12000.0,10.59,0,0.08,N,9.0,26-35,high,large,13270.800000000001,138000.0,0.14705882352941177,0.2647058823529412,0
30.0,150000.0,RENT,14.0,DEBTCONSOLIDATION,A,12000.0,7.29,0,0.08,N,7.0,26-35,high,large,12874.8,138000.0,0.4666666666666667,0.23333333333333334,0
31.0,150000.0,RENT,0.0,HOMEIMPROVEMENT,B,12000.0,10.74,0,0.08,N,9.0,26-35,high,large,13288.8,138000.0,0.0,0.2903225806451613,0
28.0,150086.0,RENT,5.0,MEDICAL,A,12000.0,6.54,0,0.08,N,9.0,26-35,high,large,12784.8,138086.0,0.17857142857142858,0.32142857142857145,0
29.0,90000.0,MORTGAGE,13.0,DEBTCONSOLIDATION,A,6000.0,6.03,0,0.07,N,5.0,26-35,high-middle,medium,6361.8,84000.0,0.4482758620689655,0.1724137931034483,0
32.0,90000.0,MORTGAGE,6.0,PERSONAL,A,15600.0,7.9,0,0.17,N,9.0,26-35,high-middle,very large,16832.399999999998,74400.0,0.1875,0.28125,0
28.0,170000.0,RENT,1.0,HOMEIMPROVEMENT,A,12000.0,5.79,0,0.07,N,6.0,26-35,high,large,12694.800000000001,158000.0,0.03571428571428571,0.21428571428571427,0
34.0,187000.0,RENT,3.0,VENTURE,A,12000.0,7.9,0,0.06,N,10.0,26-35,high,large,12948.0,175000.0,0.08823529411764706,0.29411764705882354,0
27.0,223000.0,RENT,4.0,EDUCATION,D,12000.0,14.96,1,0.05,N,6.0,26-35,high,large,13795.199999999999,211000.0,0.14814814814814814,0.2222222222222222,0
32.0,225000.0,RENT,14.0,MEDICAL,D,12000.0,15.33,1,0.01,Y,9.0,26-35,high,large,13839.6,213000.0,0.4375,0.28125,0
32.0,90000.0,MORTGAGE,16.0,EDUCATION,C,21400.0,15.23,0,0.24,Y,5.0,26-35,high-middle,very large,24659.219999999998,68600.0,0.5,0.15625,0
27.0,170000.0,RENT,3.0,DEBTCONSOLIDATION,B,12075.0,12.42,0,0.07,N,9.0,26-35,high,large,13574.715000000002,157925.0,0.1111111111111111,0.3333333333333333,0
27.0,54000.0,RENT,2.0,MEDICAL,B,12100.0,9.45,0,0.22,N,6.0,26-35,middle,large,13243.45,41900.0,0.07407407407407407,0.2222222222222222,0
31.0,90000.0,MORTGAGE,6.0,MEDICAL,B,18000.0,9.89,0,0.2,N,8.0,26-35,high-middle,very large,19780.2,72000.0,0.1935483870967742,0.25806451612903225,0
29.0,90000.0,MORTGAGE,13.0,DEBTCONSOLIDATION,B,21000.0,11.99,0,0.23,N,10.0,26-35,high-middle,very large,23517.899999999998,69000.0,0.4482758620689655,0.3448275862068966,0
27.0,90000.0,MORTGAGE,12.0,EDUCATION,A,20000.0,8.866,0,0.22,N,6.0,26-35,high-middle,very large,21773.2,70000.0,0.4444444444444444,0.2222222222222222,0
28.0,90000.0,MORTGAGE,12.0,HOMEIMPROVEMENT,C,5000.0,14.79,0,0.06,Y,8.0,26-35,high-middle,small,5739.5,85000.0,0.42857142857142855,0.2857142857142857,0
33.0,36000.0,RENT,5.0,EDUCATION,B,12200.0,9.99,1,0.34,N,6.0,26-35,low-middle,large,13418.78,23800.0,0.15151515151515152,0.18181818181818182,0
27.0,90000.0,MORTGAGE,11.0,VENTURE,D,21000.0,15.62,0,0.23,N,9.0,26-35,high-middle,very large,24280.2,69000.0,0.4074074074074074,0.3333333333333333,0
30.0,90000.0,MORTGAGE,14.0,MEDICAL,A,18000.0,8.49,0,0.2,N,9.0,26-35,high-middle,very large,19528.2,72000.0,0.4666666666666667,0.3,0
31.0,90000.0,MORTGAGE,5.0,VENTURE,A,17000.0,12.606,0,0.19,N,10.0,26-35,high-middle,very large,19143.02,73000.0,0.16129032258064516,0.3225806451612903,0
27.0,27996.0,RENT,0.0,PERSONAL,B,12250.0,11.26,1,0.44,N,7.0,26-35,low-middle,large,13629.35,15746.0,0.0,0.25925925925925924,0
30.0,90000.0,MORTGAGE,4.0,VENTURE,C,8000.0,8.896,0,0.09,Y,9.0,26-35,high-middle,medium,8711.68,82000.0,0.13333333333333333,0.3,0
28.0,28800.0,RENT,1.0,VENTURE,B,12250.0,10.59,1,0.43,N,9.0,26-35,low-middle,large,13547.275000000001,16550.0,0.03571428571428571,0.32142857142857145,0
29.0,90000.0,MORTGAGE,3.0,EDUCATION,A,15000.0,6.99,0,0.17,N,8.0,26-35,high-middle,large,16048.500000000002,75000.0,0.10344827586206896,0.27586206896551724,0
35.0,90000.0,MORTGAGE,8.0,EDUCATION,B,4800.0,9.99,0,0.05,N,5.0,26-35,high-middle,small,5279.52,85200.0,0.22857142857142856,0.14285714285714285,0
30.0,31500.0,RENT,0.0,MEDICAL,C,12250.0,13.85,1,0.39,N,5.0,26-35,low-middle,large,13946.625,19250.0,0.0,0.16666666666666666,0
27.0,35196.0,RENT,4.0,MEDICAL,C,12250.0,13.23,1,0.35,N,7.0,26-35,low-middle,large,13870.675000000001,22946.0,0.14814814814814814,0.25925925925925924,0
30.0,90000.0,MORTGAGE,14.0,DEBTCONSOLIDATION,A,4500.0,5.99,0,0.05,N,6.0,26-35,high-middle,small,4769.55,85500.0,0.4666666666666667,0.2,0
34.0,90000.0,MORTGAGE,15.0,VENTURE,A,15000.0,6.99,0,0.17,N,6.0,26-35,high-middle,large,16048.500000000002,75000.0,0.4411764705882353,0.17647058823529413,0
34.0,90000.0,MORTGAGE,3.0,MEDICAL,C,7500.0,15.23,0,0.08,Y,8.0,26-35,high-middle,medium,8642.25,82500.0,0.08823529411764706,0.23529411764705882,0
28.0,42000.0,RENT,9.0,MEDICAL,D,12250.0,14.59,1,0.29,N,10.0,26-35,low-middle,large,14037.275,29750.0,0.32142857142857145,0.35714285714285715,0
34.0,90000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9900.0,5.99,0,0.11,N,5.0,26-35,high-middle,medium,10493.01,80100.0,0.11764705882352941,0.14705882352941177,0
27.0,52000.0,RENT,3.0,PERSONAL,B,12250.0,11.36,0,0.24,N,5.0,26-35,middle,large,13641.599999999999,39750.0,0.1111111111111111,0.18518518518518517,0
27.0,90000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,15000.0,7.49,0,0.17,N,5.0,26-35,high-middle,large,16123.5,75000.0,0.18518518518518517,0.18518518518518517,0
28.0,78000.0,MORTGAGE,4.0,VENTURE,D,10000.0,15.99,1,0.13,Y,7.0,26-35,high-middle,medium,11599.0,68000.0,0.14285714285714285,0.25,0
