person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
37.0,35000.0,RENT,0.0,DEBTCONSOLIDATION,D,7000.0,16.77,1,0.2,N,17.0
43.0,55000.0,MORTGAGE,14.0,VENTURE,A,10000.0,6.03,0,0.18,N,17.0
45.0,49000.0,OWN,5.0,MEDICAL,E,24250.0,19.03,1,0.49,Y,11.0
36.0,41000.0,RENT,1.0,PERSONAL,A,7000.0,9.63,0,0.17,N,14.0
38.0,55000.0,OWN,5.0,HOMEIMPROVEMENT,A,15600.0,7.9,0,0.28,N,15.0
36.0,55000.0,MORTGAGE,13.0,EDUCATION,A,3000.0,8.568000000000001,0,0.05,N,14.0
36.0,42000.0,RENT,2.0,VENTURE,A,7000.0,6.62,0,0.17,N,16.0
43.0,42000.0,RENT,4.0,EDUCATION,D,7000.0,14.96,0,0.17,Y,16.0
40.0,55000.0,MORTGAGE,6.0,EDUCATION,A,12000.0,6.62,0,0.22,N,15.0
39.0,55000.0,MORTGAGE,8.0,PERSONAL,A,10000.0,5.42,0,0.18,N,16.0
41.0,43000.0,RENT,0.0,VENTURE,A,7000.0,7.43,0,0.16,N,13.0
40.0,38000.0,RENT,4.0,DEBTCONSOLIDATION,D,7000.0,15.99,1,0.18,N,16.0
36.0,44000.0,RENT,4.0,EDUCATION,A,7000.0,8.0,0,0.16,N,11.0
38.0,55000.0,MORTGAGE,16.0,PERSONAL,A,6000.0,5.42,0,0.11,N,14.0
36.0,45000.0,RENT,16.0,MEDICAL,B,7000.0,9.91,0,0.16,N,12.0
43.0,45000.0,RENT,2.0,EDUCATION,C,7000.0,12.99,0,0.16,N,14.0
37.0,45000.0,RENT,1.0,DEBTCONSOLIDATION,A,7000.0,7.49,0,0.16,N,15.0
43.0,45000.0,RENT,5.0,EDUCATION,A,7000.0,5.42,0,0.16,N,12.0
41.0,55000.0,MORTGAGE,17.0,PERSONAL,A,9000.0,5.99,0,0.16,N,17.0
38.0,47000.0,RENT,4.0,PERSONAL,C,7000.0,13.35,0,0.15,Y,13.0
37.0,55000.0,OWN,2.0,VENTURE,B,24375.0,10.37,0,0.44,N,13.0
46.0,55000.0,MORTGAGE,3.0,VENTURE,B,15000.0,10.37,0,0.27,N,11.0
38.0,55000.0,MORTGAGE,16.0,EDUCATION,A,11700.0,7.66,0,0.21,N,15.0
41.0,50000.0,RENT,0.0,PERSONAL,C,7000.0,12.87,0,0.14,Y,12.0
39.0,50400.0,RENT,4.0,EDUCATION,D,7000.0,11.86,0,0.14,N,11.0
38.0,52000.0,RENT,6.0,EDUCATION,A,7000.0,5.99,0,0.13,N,11.0
36.0,55000.0,MORTGAGE,2.0,PERSONAL,A,12000.0,10.702000000000002,0,0.22,N,13.0
39.0,53800.0,RENT,1.0,HOMEIMPROVEMENT,B,7000.0,9.62,0,0.13,N,15.0
39.0,55000.0,OWN,3.0,HOMEIMPROVEMENT,C,13000.0,13.98,0,0.24,N,14.0
36.0,49000.0,RENT,6.0,HOMEIMPROVEMENT,B,7000.0,10.74,1,0.14,N,16.0
36.0,55000.0,RENT,5.0,VENTURE,A,7000.0,6.92,0,0.13,N,16.0
41.0,58500.0,RENT,17.0,PERSONAL,D,7150.0,15.99,1,0.12,Y,16.0
37.0,60000.0,RENT,4.0,VENTURE,A,7175.0,7.9,0,0.12,N,14.0
44.0,55000.0,MORTGAGE,2.0,EDUCATION,A,5000.0,7.51,0,0.09,N,11.0
39.0,23000.0,RENT,1.8,MEDICAL,A,7200.0,11.266,1,0.31,N,17.0
40.0,55000.0,MORTGAGE,2.0,VENTURE,A,3600.0,6.39,0,0.07,N,14.0
38.0,24000.0,RENT,5.0,MEDICAL,B,7200.0,10.65,0,0.3,N,14.0
36.0,25200.0,RENT,3.0,MEDICAL,A,7200.0,7.29,0,0.29,N,11.0
44.0,29088.0,RENT,3.0,DEBTCONSOLIDATION,B,7200.0,11.71,0,0.25,N,17.0
40.0,55000.0,OWN,2.0,HOMEIMPROVEMENT,B,8000.0,11.36,0,0.15,N,17.0
48.0,55000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,C,10000.0,8.452000000000002,0,0.18,Y,11.0
43.0,55000.0,OWN,17.0,VENTURE,B,2000.0,12.53,0,0.04,N,11.0
38.0,55000.0,MORTGAGE,3.0,MEDICAL,C,14000.0,13.22,0,0.25,N,13.0
36.0,55000.0,OWN,6.0,MEDICAL,C,9000.0,9.642,0,0.16,N,16.0
37.0,29000.0,RENT,5.0,PERSONAL,E,7200.0,19.03,1,0.25,Y,14.0
37.0,49000.0,MORTGAGE,3.0,MEDICAL,D,4000.0,15.65,1,0.08,N,17.0
42.0,40000.0,RENT,0.0,DEBTCONSOLIDATION,B,7200.0,10.75,0,0.18,N,17.0
37.0,45000.0,RENT,1.0,MEDICAL,A,7200.0,9.63,0,0.16,N,14.0
36.0,50000.0,RENT,6.0,VENTURE,C,7200.0,13.98,0,0.14,N,15.0
36.0,49074.0,MORTGAGE,3.0,DEBTCONSOLIDATION,E,8000.0,15.68,1,0.16,Y,14.0
36.0,60000.0,RENT,1.0,PERSONAL,C,7200.0,6.572,0,0.12,Y,12.0
42.0,60000.0,RENT,3.0,HOMEIMPROVEMENT,A,7200.0,5.79,0,0.12,N,11.0
37.0,55236.0,MORTGAGE,9.0,VENTURE,A,6500.0,6.03,0,0.12,N,16.0
42.0,55308.0,OWN,8.0,VENTURE,B,2000.0,11.49,0,0.04,N,15.0
37.0,66560.0,RENT,11.0,DEBTCONSOLIDATION,B,7200.0,10.0,0,0.11,N,15.0
36.0,55500.0,MORTGAGE,15.0,EDUCATION,B,7875.0,11.99,0,0.14,N,12.0
38.0,55550.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,22500.0,7.49,0,0.41,N,12.0
37.0,55900.0,MORTGAGE,1.0,PERSONAL,B,17000.0,8.7,0,0.3,N,12.0
39.0,49993.0,MORTGAGE,10.0,DEBTCONSOLIDATION,D,12600.0,16.89,1,0.25,N,15.0
48.0,56000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,15000.0,6.99,0,0.27,N,14.0
36.0,95000.0,RENT,3.0,VENTURE,A,7375.0,8.94,0,0.08,N,15.0
46.0,56000.0,MORTGAGE,1.0,EDUCATION,A,6000.0,11.246,0,0.11,N,16.0
43.0,19440.0,RENT,1.0,HOMEIMPROVEMENT,B,7500.0,9.01,1,0.39,N,11.0
39.0,56000.0,MORTGAGE,14.0,PERSONAL,C,10000.0,12.73,0,0.18,Y,12.0
37.0,25000.0,RENT,6.0,MEDICAL,B,7500.0,10.99,0,0.3,N,17.0
38.0,26300.0,RENT,1.0,DEBTCONSOLIDATION,C,7500.0,13.47,1,0.29,N,12.0
37.0,56000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,13000.0,9.63,0,0.23,N,17.0
39.0,56004.0,MORTGAGE,1.0,HOMEIMPROVEMENT,B,6000.0,11.36,0,0.11,N,13.0
42.0,35000.0,RENT,1.0,MEDICAL,B,7500.0,9.99,0,0.21,N,15.0
38.0,36000.0,RENT,13.0,EDUCATION,B,7500.0,11.36,0,0.21,N,13.0
41.0,36684.0,RENT,0.0,MEDICAL,B,7500.0,10.96,0,0.2,N,14.0
36.0,56400.0,OWN,0.0,PERSONAL,C,20000.0,13.57,0,0.35,Y,12.0
41.0,38500.0,RENT,6.0,MEDICAL,A,7500.0,8.49,0,0.19,N,12.0
37.0,56500.0,MORTGAGE,4.0,EDUCATION,B,10000.0,10.39,0,0.18,N,13.0
36.0,56500.0,MORTGAGE,7.0,VENTURE,A,12000.0,7.49,0,0.21,N,17.0
36.0,56650.0,MORTGAGE,16.0,VENTURE,C,12000.0,13.72,0,0.21,N,11.0
38.0,57000.0,OWN,3.4,HOMEIMPROVEMENT,D,15000.0,17.27,0,0.26,N,16.0
43.0,57000.0,MORTGAGE,0.0,EDUCATION,A,2725.0,8.94,0,0.05,N,12.0
39.0,57000.0,MORTGAGE,16.0,EDUCATION,B,6300.0,10.99,0,0.11,N,17.0
37.0,48000.0,RENT,5.0,PERSONAL,A,7500.0,10.645999999999999,0,0.16,N,13.0
37.0,48000.0,RENT,3.0,MEDICAL,D,7500.0,16.29,0,0.16,N,14.0
44.0,48000.0,RENT,4.0,MEDICAL,B,7500.0,11.49,0,0.16,N,15.0
50.0,50000.0,RENT,7.0,HOMEIMPROVEMENT,C,7500.0,10.696000000000002,0,0.15,Y,16.0
41.0,57000.0,MORTGAGE,11.0,PERSONAL,A,10000.0,7.51,0,0.18,N,12.0
36.0,55000.0,RENT,8.0,VENTURE,A,7500.0,8.9,0,0.14,N,13.0
39.0,57000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3000.0,9.63,0,0.05,N,14.0
36.0,51000.0,MORTGAGE,2.0,MEDICAL,E,10000.0,15.68,1,0.2,N,16.0
42.0,58000.0,RENT,16.0,DEBTCONSOLIDATION,C,7500.0,12.99,0,0.13,N,17.0
41.0,58000.0,RENT,16.0,PERSONAL,C,7500.0,11.03,0,0.13,Y,16.0
36.0,54000.0,RENT,2.0,HOMEIMPROVEMENT,A,7500.0,10.962,1,0.14,N,14.0
41.0,57253.0,MORTGAGE,5.8,DEBTCONSOLIDATION,A,8500.0,5.79,0,0.15,N,11.0
46.0,57359.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9000.0,6.92,0,0.16,N,14.0
41.0,62000.0,RENT,3.0,MEDICAL,B,7500.0,11.36,0,0.12,N,16.0
38.0,64800.0,RENT,15.0,PERSONAL,B,7500.0,9.63,0,0.12,N,11.0
38.0,65000.0,RENT,6.0,PERSONAL,C,7500.0,12.29,0,0.12,Y,13.0
41.0,67500.0,RENT,3.0,HOMEIMPROVEMENT,B,7500.0,9.88,0,0.11,N,15.0
37.0,57552.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,15000.0,9.63,0,0.26,N,12.0
36.0,57600.0,OWN,6.6,EDUCATION,A,4000.0,7.3420000000000005,0,0.07,N,15.0
38.0,57600.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,9000.0,10.99,0,0.16,N,12.0
50.0,68608.0,RENT,17.0,VENTURE,B,7500.0,10.33,0,0.11,N,15.0
36.0,80000.0,RENT,4.0,EDUCATION,B,7500.0,11.49,0,0.09,N,15.0
44.0,57700.0,MORTGAGE,4.0,MEDICAL,A,3600.0,6.99,0,0.06,N,14.0
37.0,95000.0,RENT,0.0,DEBTCONSOLIDATION,A,7500.0,7.51,0,0.08,N,16.0
41.0,57996.0,MORTGAGE,2.0,PERSONAL,B,15000.0,9.62,0,0.26,N,12.0
39.0,57996.0,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000.0,7.88,0,0.14,N,16.0
39.0,117996.0,RENT,6.0,HOMEIMPROVEMENT,D,7500.0,13.24,1,0.06,Y,14.0
48.0,128000.0,RENT,0.0,EDUCATION,D,7500.0,17.49,1,0.06,Y,11.0
37.0,178008.0,RENT,12.0,DEBTCONSOLIDATION,B,7500.0,11.14,0,0.04,N,11.0
41.0,210000.0,RENT,1.0,PERSONAL,A,7500.0,6.03,0,0.04,N,14.0
41.0,58000.0,MORTGAGE,12.0,DEBTCONSOLIDATION,A,1800.0,7.51,0,0.03,N,12.0
37.0,225000.0,RENT,9.0,HOMEIMPROVEMENT,B,7500.0,12.18,0,0.01,N,15.0
36.0,21324.0,RENT,0.0,DEBTCONSOLIDATION,D,7550.0,14.61,1,0.35,N,13.0
44.0,58000.0,MORTGAGE,13.0,VENTURE,D,6400.0,16.29,0,0.11,N,13.0
41.0,34560.0,RENT,8.0,DEBTCONSOLIDATION,D,7550.0,16.89,1,0.22,N,14.0
40.0,52000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,C,7000.0,14.65,1,0.13,N,14.0
40.0,58000.0,MORTGAGE,9.0,EDUCATION,E,8000.0,18.79,0,0.14,Y,12.0
36.0,80000.0,RENT,0.0,MEDICAL,C,7600.0,13.49,0,0.1,N,15.0
39.0,30000.0,RENT,1.0,HOMEIMPROVEMENT,E,7675.0,16.0,1,0.26,Y,16.0
37.0,52700.0,RENT,1.0,VENTURE,C,7700.0,12.23,0,0.15,N,13.0
40.0,63000.0,RENT,4.0,EDUCATION,C,7700.0,15.23,0,0.12,Y,11.0
36.0,58000.0,MORTGAGE,12.0,PERSONAL,A,21600.0,6.54,0,0.37,N,14.0
37.0,29808.0,RENT,4.0,VENTURE,C,7750.0,13.736,1,0.26,Y,17.0
36.0,52000.0,MORTGAGE,11.0,PERSONAL,B,1500.0,11.36,1,0.03,N,17.0
43.0,58000.0,MORTGAGE,4.0,EDUCATION,C,9000.0,13.22,0,0.16,Y,14.0
41.0,58000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5200.0,12.87,0,0.09,N,11.0
44.0,43000.0,RENT,3.0,DEBTCONSOLIDATION,B,7800.0,9.608,0,0.18,N,13.0
46.0,58000.0,MORTGAGE,10.0,PERSONAL,C,6300.0,11.03,0,0.11,N,13.0
37.0,52200.0,MORTGAGE,2.0,DEBTCONSOLIDATION,E,16000.0,15.25,1,0.31,N,11.0
39.0,102000.0,RENT,4.0,EDUCATION,B,7800.0,11.99,0,0.08,N,11.0
42.0,18000.0,RENT,3.0,VENTURE,A,8000.0,6.91,1,0.44,N,17.0
45.0,59000.0,MORTGAGE,5.0,MEDICAL,A,9000.0,7.9,0,0.15,N,16.0
36.0,53000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,C,10000.0,13.98,1,0.19,N,16.0
39.0,24000.0,RENT,2.2,VENTURE,C,8000.0,13.8,1,0.33,N,12.0
37.0,59000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,9000.0,10.25,0,0.15,N,13.0
36.0,24000.0,RENT,2.0,DEBTCONSOLIDATION,C,8000.0,13.61,1,0.33,N,14.0
37.0,59000.0,MORTGAGE,7.0,MEDICAL,A,11000.0,11.328,0,0.19,N,17.0
43.0,25000.0,RENT,6.0,MEDICAL,B,8000.0,11.99,1,0.32,N,17.0
36.0,25000.0,RENT,4.0,MEDICAL,D,8000.0,15.65,1,0.32,N,13.0
36.0,59004.0,MORTGAGE,11.0,VENTURE,A,10000.0,7.51,0,0.17,N,15.0
40.0,59484.0,MORTGAGE,13.0,VENTURE,A,5500.0,7.14,0,0.09,N,11.0
44.0,28000.0,RENT,15.0,EDUCATION,A,8000.0,7.49,0,0.29,N,11.0
36.0,59617.0,MORTGAGE,14.0,HOMEIMPROVEMENT,D,21000.0,15.62,0,0.35,N,13.0
36.0,59800.0,MORTGAGE,17.0,VENTURE,D,18200.0,18.25,0,0.3,Y,15.0
38.0,30000.0,RENT,6.0,MEDICAL,A,8000.0,13.557999999999998,0,0.27,N,14.0
42.0,30000.0,RENT,5.0,VENTURE,D,8000.0,14.96,0,0.27,N,15.0
41.0,31000.0,RENT,3.0,VENTURE,B,8000.0,10.38,0,0.26,N,17.0
39.0,60000.0,MORTGAGE,1.0,EDUCATION,C,17000.0,14.65,0,0.28,Y,14.0
48.0,32000.0,RENT,4.0,MEDICAL,A,8000.0,6.62,0,0.25,N,14.0
45.0,32000.0,RENT,0.0,DEBTCONSOLIDATION,B,8000.0,10.99,0,0.25,N,12.0
36.0,60000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,17050.0,12.69,0,0.28,N,14.0
37.0,33600.0,RENT,3.0,PERSONAL,B,8000.0,14.801999999999998,0,0.24,N,17.0
36.0,33996.0,RENT,12.0,PERSONAL,A,8000.0,14.529999999999998,0,0.24,N,15.0
36.0,34000.0,RENT,2.0,DEBTCONSOLIDATION,B,8000.0,13.526,0,0.24,N,16.0
39.0,35000.0,RENT,8.0,EDUCATION,C,8000.0,13.22,0,0.23,Y,14.0
47.0,30000.0,RENT,5.0,DEBTCONSOLIDATION,B,8000.0,12.18,1,0.27,N,11.0
39.0,60000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12800.0,6.62,0,0.21,N,14.0
36.0,30500.0,RENT,3.0,HOMEIMPROVEMENT,B,8000.0,11.11,1,0.26,N,13.0
36.0,31000.0,RENT,2.0,MEDICAL,D,8000.0,14.11,1,0.26,N,12.0
37.0,54000.0,MORTGAGE,1.0,EDUCATION,D,3500.0,16.89,1,0.06,Y,13.0
42.0,60000.0,MORTGAGE,1.0,MEDICAL,A,8000.0,5.42,0,0.13,N,13.0
40.0,60000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,14400.0,5.42,0,0.24,N,12.0
46.0,60000.0,OWN,17.0,EDUCATION,C,4100.0,13.49,0,0.07,Y,11.0
38.0,60000.0,MORTGAGE,17.0,VENTURE,B,2700.0,11.99,0,0.04,N,15.0
40.0,32000.0,RENT,2.0,DEBTCONSOLIDATION,D,8000.0,14.96,1,0.25,Y,17.0
39.0,33100.0,RENT,3.0,DEBTCONSOLIDATION,C,8000.0,14.26,1,0.24,Y,12.0
39.0,39996.0,RENT,9.0,EDUCATION,A,8000.0,7.14,0,0.2,N,16.0
50.0,60000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,2000.0,7.49,0,0.03,N,15.0
41.0,60000.0,MORTGAGE,3.0,PERSONAL,E,16800.0,17.99,0,0.28,Y,16.0
38.0,60000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8000.0,10.99,0,0.13,N,13.0
36.0,34000.0,RENT,0.0,HOMEIMPROVEMENT,E,8000.0,17.74,1,0.24,N,17.0
37.0,42000.0,RENT,5.0,DEBTCONSOLIDATION,B,8000.0,12.69,0,0.19,N,15.0
39.0,60000.0,MORTGAGE,17.0,PERSONAL,B,4000.0,10.59,0,0.07,N,12.0
46.0,60000.0,MORTGAGE,7.0,EDUCATION,A,3600.0,6.99,0,0.06,N,12.0
40.0,60000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,C,3500.0,12.99,0,0.06,Y,14.0
37.0,43000.0,RENT,0.0,MEDICAL,B,8000.0,11.49,0,0.19,N,13.0
43.0,60000.0,MORTGAGE,3.0,VENTURE,B,18000.0,10.99,0,0.3,N,11.0
39.0,44000.0,RENT,5.0,MEDICAL,B,8000.0,12.53,0,0.18,N,14.0
39.0,60000.0,OWN,7.0,VENTURE,D,6800.0,17.49,0,0.11,Y,14.0
48.0,60000.0,MORTGAGE,8.0,MEDICAL,B,8000.0,10.37,0,0.13,N,17.0
37.0,45000.0,RENT,1.0,EDUCATION,B,8000.0,10.74,0,0.18,N,17.0
41.0,39000.0,RENT,2.0,PERSONAL,D,8000.0,14.84,1,0.21,Y,14.0
38.0,60000.0,MORTGAGE,4.2,DEBTCONSOLIDATION,A,12000.0,7.66,0,0.2,N,15.0
37.0,45000.0,RENT,0.0,EDUCATION,A,8000.0,9.63,0,0.18,N,17.0
36.0,60000.0,OWN,0.0,PERSONAL,E,10225.0,17.51,0,0.17,Y,13.0
42.0,60000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,B,8850.0,10.37,0,0.15,N,16.0
37.0,47004.0,RENT,5.0,EDUCATION,B,8000.0,10.838,0,0.17,N,12.0
41.0,48000.0,RENT,7.0,EDUCATION,A,8000.0,5.99,0,0.17,N,15.0
48.0,60000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,2500.0,7.29,0,0.04,N,11.0
41.0,60000.0,MORTGAGE,17.0,EDUCATION,D,4900.0,14.09,0,0.08,Y,12.0
36.0,50000.0,RENT,4.0,PERSONAL,D,8000.0,17.49,0,0.16,Y,14.0
43.0,50000.0,RENT,6.0,HOMEIMPROVEMENT,A,8000.0,7.49,0,0.16,N,16.0
37.0,50000.0,RENT,5.0,HOMEIMPROVEMENT,B,8000.0,10.99,0,0.16,N,16.0
37.0,54000.0,MORTGAGE,17.0,DEBTCONSOLIDATION,D,25000.0,15.57,1,0.46,Y,16.0
43.0,60000.0,MORTGAGE,2.0,MEDICAL,A,9250.0,5.79,0,0.15,N,17.0
43.0,50000.0,RENT,3.0,HOMEIMPROVEMENT,C,8000.0,12.84,0,0.16,Y,17.0
41.0,60000.0,OWN,7.0,PERSONAL,A,12000.0,6.91,0,0.2,N,13.0
42.0,50000.0,RENT,3.0,HOMEIMPROVEMENT,B,8000.0,10.14,0,0.16,N,15.0
37.0,50000.0,RENT,1.0,DEBTCONSOLIDATION,C,8000.0,10.796,0,0.16,N,16.0
47.0,44004.0,RENT,2.0,MEDICAL,B,8000.0,13.292000000000002,1,0.18,N,11.0
36.0,50700.0,RENT,2.0,HOMEIMPROVEMENT,B,8000.0,10.99,0,0.16,N,17.0
41.0,60000.0,MORTGAGE,5.0,MEDICAL,C,3850.0,13.35,0,0.06,N,13.0
36.0,51000.0,RENT,5.0,MEDICAL,C,8000.0,13.47,0,0.16,Y,13.0
39.0,60000.0,MORTGAGE,17.0,VENTURE,A,15000.0,6.91,0,0.25,N,14.0
41.0,54000.0,MORTGAGE,6.0,VENTURE,C,5000.0,13.23,1,0.09,N,12.0
36.0,60000.0,MORTGAGE,12.0,EDUCATION,A,15000.0,7.88,0,0.25,N,17.0
38.0,53052.0,RENT,0.0,MEDICAL,B,8000.0,10.426000000000002,0,0.15,N,13.0
38.0,60000.0,MORTGAGE,9.0,VENTURE,A,10000.0,7.51,0,0.17,N,14.0
36.0,49000.0,RENT,0.0,DEBTCONSOLIDATION,D,8000.0,15.31,1,0.16,Y,13.0
36.0,60000.0,MORTGAGE,6.0,MEDICAL,A,13750.0,7.51,0,0.23,N,12.0
41.0,57600.0,RENT,6.0,PERSONAL,A,8000.0,6.03,0,0.14,N,12.0
36.0,53126.0,RENT,1.0,MEDICAL,D,8000.0,12.064000000000002,1,0.15,N,14.0
37.0,60000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,C,12000.0,12.73,0,0.2,N,15.0
45.0,54000.0,MORTGAGE,1.0,EDUCATION,D,7750.0,16.07,1,0.14,N,13.0
43.0,60000.0,RENT,1.0,MEDICAL,B,8000.0,10.37,0,0.13,N,16.0
44.0,60000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000.0,14.424000000000001,0,0.25,N,13.0
40.0,60000.0,MORTGAGE,1.0,VENTURE,D,4800.0,14.59,0,0.08,N,11.0
39.0,60000.0,RENT,3.0,PERSONAL,B,8000.0,9.88,0,0.13,N,14.0
40.0,61500.0,RENT,3.0,PERSONAL,B,8000.0,11.48,0,0.13,N,17.0
39.0,60197.0,RENT,6.0,PERSONAL,A,5200.0,9.216000000000001,0,0.09,N,11.0
38.0,60000.0,OWN,2.0,VENTURE,D,6000.0,14.96,0,0.1,Y,14.0
43.0,60000.0,MORTGAGE,17.0,HOMEIMPROVEMENT,B,10000.0,9.88,0,0.17,N,16.0
44.0,68000.0,RENT,7.0,EDUCATION,A,5150.0,7.9,0,0.08,N,14.0
38.0,60000.0,MORTGAGE,9.0,EDUCATION,E,16000.0,16.35,0,0.27,N,17.0
36.0,20000.0,RENT,0.0,PERSONAL,B,5075.0,11.48,1,0.25,N,11.0
43.0,22800.0,RENT,0.0,MEDICAL,B,5075.0,10.59,0,0.22,N,12.0
46.0,27600.0,RENT,1.0,MEDICAL,B,5050.0,12.55,0,0.18,N,11.0
39.0,54000.0,MORTGAGE,0.0,PERSONAL,B,6000.0,11.83,1,0.11,N,16.0
36.0,60000.0,MORTGAGE,2.0,EDUCATION,C,8000.0,13.92,0,0.13,N,15.0
49.0,60000.0,OWN,7.0,PERSONAL,C,7000.0,8.548,0,0.12,N,13.0
36.0,15000.0,RENT,0.0,PERSONAL,C,5000.0,10.59,1,0.33,N,11.0
40.0,60000.0,MORTGAGE,1.0,MEDICAL,A,12000.0,8.94,0,0.2,N,15.0
40.0,16800.0,RENT,8.0,PERSONAL,A,5000.0,8.94,1,0.3,N,17.0
37.0,60000.0,OWN,15.0,HOMEIMPROVEMENT,A,5000.0,9.32,0,0.08,N,12.0
39.0,60000.0,MORTGAGE,17.0,MEDICAL,A,7000.0,7.68,0,0.12,N,15.0
37.0,60000.0,MORTGAGE,17.0,HOMEIMPROVEMENT,A,6000.0,9.32,0,0.1,N,16.0
37.0,20004.0,RENT,0.0,DEBTCONSOLIDATION,B,5000.0,11.916,0,0.25,N,12.0
40.0,60000.0,OWN,5.0,VENTURE,A,12000.0,9.63,0,0.2,N,13.0
47.0,21000.0,RENT,9.0,DEBTCONSOLIDATION,D,5000.0,15.99,1,0.24,Y,16.0
37.0,21000.0,RENT,17.0,PERSONAL,D,5000.0,15.21,0,0.24,N,11.0
36.0,54000.0,MORTGAGE,1.0,MEDICAL,E,10000.0,14.93,1,0.19,Y,11.0
37.0,24000.0,RENT,2.0,VENTURE,C,5000.0,14.65,0,0.21,N,14.0
44.0,60000.0,OWN,11.0,PERSONAL,A,11800.0,8.63,0,0.2,N,12.0
46.0,60000.0,MORTGAGE,1.0,EDUCATION,C,5000.0,11.72,0,0.08,N,16.0
36.0,24000.0,RENT,1.0,EDUCATION,B,5000.0,10.36,0,0.21,N,17.0
43.0,60000.0,MORTGAGE,6.0,MEDICAL,B,4800.0,9.64,0,0.08,N,13.0
39.0,24000.0,RENT,9.0,EDUCATION,B,5000.0,11.14,0,0.21,N,12.0
36.0,24960.0,RENT,3.0,VENTURE,A,5000.0,6.62,0,0.2,N,15.0
36.0,60996.0,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000.0,9.63,0,0.25,N,14.0
40.0,54996.0,MORTGAGE,6.0,PERSONAL,B,6000.0,9.76,1,0.11,N,14.0
44.0,26400.0,RENT,0.0,EDUCATION,B,5000.0,10.0,0,0.19,N,11.0
41.0,61000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000.0,12.684000000000001,0,0.25,N,11.0
39.0,61000.0,MORTGAGE,3.0,VENTURE,D,14000.0,16.29,0,0.23,Y,17.0
41.0,61000.0,MORTGAGE,16.0,PERSONAL,B,8500.0,9.296,0,0.14,N,14.0
37.0,27036.0,RENT,2.0,VENTURE,B,5000.0,11.49,0,0.18,N,11.0
38.0,27600.0,RENT,3.0,MEDICAL,D,5000.0,14.59,1,0.18,Y,16.0
38.0,55000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,D,25000.0,12.678,1,0.45,Y,14.0
42.0,61000.0,OWN,2.0,PERSONAL,A,14400.0,7.51,0,0.24,N,17.0
40.0,62000.0,RENT,3.0,DEBTCONSOLIDATION,A,8000.0,8.49,0,0.13,N,15.0
42.0,62000.0,RENT,2.0,PERSONAL,B,8000.0,9.63,0,0.13,N,11.0
36.0,61000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000.0,10.25,0,0.16,N,12.0
36.0,62000.0,RENT,3.0,DEBTCONSOLIDATION,B,8000.0,11.12,0,0.13,N,13.0
45.0,61000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,C,11600.0,13.48,0,0.19,N,11.0
37.0,61000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,10000.0,13.57,0,0.16,N,15.0
45.0,61000.0,OWN,7.0,MEDICAL,C,20000.0,13.22,0,0.33,Y,17.0
39.0,61250.0,MORTGAGE,0.0,PERSONAL,A,5200.0,8.49,0,0.08,N,17.0
37.0,61260.0,MORTGAGE,2.0,MEDICAL,A,6350.0,7.51,0,0.1,N,14.0
38.0,65004.0,RENT,1.0,DEBTCONSOLIDATION,B,8000.0,11.83,0,0.12,N,11.0
38.0,61450.0,OWN,6.0,VENTURE,A,12500.0,7.49,0,0.2,N,16.0
37.0,68500.0,RENT,2.0,PERSONAL,A,8000.0,7.51,0,0.12,N,16.0
36.0,68848.0,RENT,5.0,PERSONAL,B,8000.0,9.63,0,0.12,N,16.0
39.0,61766.0,MORTGAGE,4.0,EDUCATION,A,5500.0,7.14,0,0.09,N,15.0
